labels,text,lang,sentiment
spam,U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094599,french,Neutral
ham,Ü donnez-moi un peu de temps pour marcher là-bas.,french,Neutral
spam,"Si vous ne le faites pas, votre prix ira à un autre client. T&C à www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Veuillez rappeler si occupé",french,Neutral
ham,Il m'a dit qu'il serait en retard et qu'il me bourdonnerait et je n'ai pas entendu un mot de lui.,french,Negative
ham,Je vais déchirer mon utérus.,french,Neutral
ham,"Viens me voir tout de suite, Ahmad.",french,Negative
ham,Combien tu essaies d'obtenir?,french,Neutral
ham,Désolé da..aujourd'hui je ne viendrai pas jouer.. j'ai conduit des clas..,french,Neutral
ham,"Au fait, j'ai mis un skip juste devant l'avant de la maison pour que vous puissiez voir quelle maison il est.",french,Neutral
ham,Dunno da next show aft 6 est 850. Toa payoh a 650.,french,Neutral
ham,"D'accord, je vais sortir dans quelques minutes, m'envoyer un SMS où te rencontrer",french,Neutral
ham,"swhrt comment u dey, hope ur ok, tot environ u 2day.love n miss.Take attention.",french,Positive
ham,Qu'est-ce que tu as prévu pour ta Valentine?,french,Neutral
ham,"Oui, il y a à peine assez de place pour nous deux, x a trop de chaussures.",french,Neutral
spam,Txt: APPEL au n°: 86888 et réclamer votre récompense de 3 heures de conversation à utiliser depuis votre téléphone maintenant! S'abonner6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,french,Neutral
ham,Aslamalaikkum...insha allah tohar beeen muht albi mufti mahfuuz... ce qui signifie la même chose ici...,french,Neutral
ham,"Souhaitant vous et votre famille Merry ""X"" mas et HAPPY NOUVELLE Année à l'avance..",french,Positive
ham,Elle va s'en sortir.,french,Neutral
ham,Y a-t-il un congé pour le pongal vendredi?Vous avez des nouvelles de votre lieu de travail.,french,Neutral
ham,O. Eh bien uv provoque des mutations. L'écran solaire est comme essentiel ces jours-ci,french,Neutral
ham,K...k:)pourquoi pouvez-vous venir ici et chercher un emploi:),french,Neutral
ham,"Je n'étais pas bien bébé, j'ai des glandes gonflées à ma gorge... Qu'est-ce que tu as fini par faire?",french,Neutral
ham,"Il a dit qu'il avait un bon rire quand il a vu u à nouveau! Vous seriez peut-être la première personne2die de NVQ, mais pensez à combien vous pourriez pour!",french,Neutral
ham,Ok lar je double vérifier wif da coiffeur déjà il a dit wun couper v court. Il a dit couper jusqu'à ce que je sois belle.,french,Positive
ham,T'essaies de me faire me jeter d'une falaise ou quoi?,french,Neutral
ham,"Aussi monsieur, je vous ai envoyé un email sur la façon de vous connecter au portail de paiement USB. Je vais vous envoyer un autre message qui devrait expliquer comment les choses sont de retour à la maison.",french,Neutral
spam,CDs 4u: Félicitations à ur décerné £500 de bons-cadeaux CD ou £125 cadeau garanti & Freeentry 2 £100 wkly dessiner xt MUSIC à 87066 TnCs www.ldew.com1win150ppmx3age16,french,Neutral
ham,K.k.:) félicitations..,french,Neutral
ham,"Non, je suis toujours sur le marché.",french,Neutral
spam,Vous avez une importante annonce de service à la clientèle de PREMIER.,french,Neutral
ham,Terminer liao... U?,french,Neutral
ham,"Alors, vous avez des épaules de samus pour l'instant.",french,Neutral
ham,C'est ça?,french,Neutral
ham,J'ai besoin d'acheter une voiture BMW d'urgence..ses vry urgent.mais hv une pénurie de &lt;#&gt; Lacs.il n'y a pas de source pour arng dist. &lt;#&gt; lacs..c'est mon problème,french,Neutral
ham,Que s'est-il passé en entrevue?,french,Neutral
ham,"Quand je n'ai pas entendu de ces gens, je les ai appelés et ils avaient reçu le paquet depuis dec &lt;#&gt;. Juste thot que vous avez aimé savoir. Ayez une année fantastique et tout le meilleur avec votre lecture. Plus si vous pouvez vraiment Bam premiers soins pour Usmle, alors votre travail est fait.",french,Negative
spam,Économisez de l'argent sur la lingerie de mariage à www.bridal.petticoatdreams.co.uk Choisissez parmi une superbe sélection avec livraison nationale.,french,Neutral
ham,Ok alors je viendrai à la maison après une demi-heure,french,Positive
ham,"Non, elle est actuellement en Écosse pour ça.",french,Neutral
ham,"Helloooo... Réveillez-vous..! ""Sweet"" ""matin"" ""accueille"" ""Vous"" ""Enjoy"" ""Ce jour"" ""avec beaucoup de joie"".. ""GUD MRN"".",french,Positive
ham,S'il vous plaît réserver un billet le samedi soir de chenni à thirunelvali et de nouveau de tirunelvali à chenni le dimanche soir... je vois déjà dans net..pas de billet disponible..je veux réserver un billet par le biais de l'attaque..,french,Neutral
ham,"C'est juste, il se passe quelque chose?",french,Neutral
ham,K. Je vais l'envoyer à nouveau,french,Neutral
ham,"Si tu t'en vas, je serai brisé. Plz reste avec moi.",french,Positive
spam,"URGENT! Votre mobile Non ************ WON a £2,000 Bonus Caller Prize on 02/06/03! C'est la 2ème tentative pour vous joindre! Appelez le 09066362220 au plus vite! BOX97N7QP, 150ppm",french,Positive
ham,Pls parle à ce client machan.,french,Positive
ham,Je n'ai pas lei.. Le prochain mon peut?,french,Neutral
ham,"Une bonne chose a-t-elle fait l'objet d'un examen en mars, n'a-t-elle fait l'objet d'aucune révision? Est-ce que FRAN STILL AVEC BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x",french,Neutral
ham,Ou vous demandez à tous s'ils ne peuvent pas s'asseoir à côté. Si tous peuvent le faire alors je vais bien lor.,french,Neutral
ham,Hey matin ce que vous venez demander:-) pa...,french,Neutral
ham,S:)pas de compétition pour lui.,french,Neutral
ham,Tu amènes aussi du galiléo ou du dobby.,french,Neutral
ham,Jus termine mon déjeuner sur mon chemin de retour lor... I tot u dun wan 2 séjour à sch aujourd'hui...,french,Neutral
ham,"Comme d'habitude..iam bien, heureux &amp; bien faire..:)",french,Neutral
ham,"Elle est bonne, comment allez-vous?",french,Neutral
spam,4mths moitié prix Orange ligne location & dernière caméra téléphones 4 GRATUIT. Avait votre téléphone 11mths? Appelez MobilesDirect gratuitement le 08000938767 à mettre à jour maintenant! ou2stoptxt,french,Neutral
ham,"Oui, c'est au paragon... je n'ai pas encore décidé si 2 coupures...",french,Neutral
ham,"Chère, Regret i cudnt cueil call.drive down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",french,Negative
spam,Envoyer un logo 2 ur amant - 2 noms rejoints par un cœur. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 à 87077 Yahoo! POBox36504W45WQ TxtNO 4 pas d'annonces 150p,french,Positive
ham,L'Evrey schilling de tihs msg est wrnog.. Bt sitll yuo peut l'élever wihtuot ayn mitsake.. GOODNIGHT &amp; ONT UN NICE SLEEP..SWEET DREAMS..,french,Positive
ham,Le mien ici comme tout en Chine alors si bruyant.,french,Negative
ham,J'ai reçu ce message.,french,Neutral
ham,"Bonsoir * v bon si un peu d'événement chargé. Sera vous remplir, ne vous inquiétez pas... Tête * ok mais gorge * détruit. Rendez-vous à six heures alors!",french,Positive
ham,"Je veux vous montrer le monde, princesse :) Que diriez-vous d'europe?",french,Positive
ham,Je ne fuis pas frm u... Je marche lentement &amp; il me tue que u ne se soucie pas assez pour m'arrêter...,french,Neutral
ham,"Merci, je vais garder ça à l'esprit.",french,Neutral
ham,Avons-nous de l'électricité de rechange?,french,Neutral
ham,J'ai envoyé mon email id bientôt,french,Neutral
ham,Tu veux que je vienne?,french,Neutral
ham,"Non, alors...",french,Neutral
ham,"Non, je ne veux rien entendre.",french,Neutral
ham,Où es-tu? Tu as dit que tu serais là quand je me réveillerai... :-(,french,Negative
ham,"OH YEAH, et a eu un grand temps dans Newquay-Send moi un POSTCARD!1 Regardez après toutes les filles quand il est parti (nous savons le 1im Talkin BOUT!)xx",french,Positive
ham,"Le gars de l'atelier qui flirtait avec moi a eu mon numéro de téléphone de la paperasse et m'a appelé et envoyé un texto. Je suis nerveux parce que maintenant il peut avoir mon adresse. Devrais-je appeler son patron et lui dire, sachant que ça pourrait le faire virer?",french,Negative
ham,Envoyez-moi votre identifiant et votre mot de passe,french,Neutral
ham,"Monsieur, j'ai été en retard dans le paiement du loyer depuis quelques mois et j'ai dû payer une charge $ &lt;#&gt;. J'ai senti qu'il serait inconsidéré de me plaindre de quelque chose que vous donnez à grand prix à vous-même et c'est pourquoi je n'ai pas parlé. Cependant, je suis dans une récession et ne sera pas en mesure de payer la charge ce mois-ci d'où mon askin bien avant la fin du mois. Pouvez-vous s'il vous plaît aider. Merci",french,Negative
ham,"Bonjour, mon amour, qu'est-ce que tu fais? As-tu eu cette interview aujourd'hui? Es-tu heureux? Es-tu un bon garçon? Penses-tu à moi?",french,Neutral
ham,Moji je t'aime plus que les mots.,french,Neutral
ham,- Comment ça va?,french,Neutral
ham,Unni merci cher pour la recharge..Rakhesh,french,Neutral
ham,"1) Aller à écrire msg 2) Mettre sur le mode dictionnaire 3) Couvrir l'écran avec la main, 4)Press &lt;#&gt;. 5)Gently supprimer Ur main.. Son intéressant..:)",french,Neutral
ham,Je suis dans le théâtre d'évasion maintenant.. Je vais regarder KAVALAN dans quelques minutes,french,Neutral
ham,"J'ai besoin d'un 8ème mais je suis hors campus atm, puis-je prendre dans une heure ou deux?",french,Neutral
ham,Cabine est disponible.ils prennent et déposent aux marches de la porte.,french,Neutral
ham,Ok k..sry i knw 2 siva..tats y ai demandé..,french,Positive
ham,Pas d'ouvertures pour cette pièce jusqu'à ce qu'après l'action de grâces sans supplément.,french,Neutral
ham,Très bien.,french,Neutral
ham,Bonne journée.,french,Neutral
spam,U ont un amiral secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09065171142-stopsms-08718727870150ppm,french,Neutral
ham,Je vais être en retard à 945+.,french,Negative
ham,"Désolé, je vais appeler plus tard &lt;#&gt; mins",french,Negative
ham,Si vous entendez un grand cri au sujet de &lt;#&gt; minutes sa cause mon Gyno poussera des choses qui ne m'appartiennent pas :/,french,Positive
ham,Garçon; J'aime u Grl: Hogolo Garçon: chaîne d'or kodstini Grl: Agalla Garçon: collier madstini Grl: agalla Garçon: Hogli 1 mutai eerulli kodthini! Grl: J'aime U kano;-),french,Neutral
ham,Parlez-en à g et x.,french,Neutral
ham,"Vous avez oublié que vous travailliez aujourd'hui! Vous voulez discuter, mais les choses vont bien alors déposez-moi un texto lorsque vous êtes libre / ennuyé etc et je vais sonner.",french,Neutral
ham,"S'il te plaît, ne dis pas ça.",french,Neutral
ham,"Abeg, fais du profit. Mais c'est un début. Est-ce que tu l'utilises pour obtenir des sponsors pour le prochain événement?",french,Positive
ham,"Désolé, j'étais dans la salle de bain.",french,Neutral
ham,Cps provoque les pannes pour conserver l'énergie.,french,Neutral
ham,Je m'en souviens vaguement! Qu'est-ce que ça fait?,french,Neutral
ham,C'est juste l'effet de l'irritation.,french,Neutral
ham,Juz ne s'est pas réveillé si flou... que papa est sorti de liao... je ne sais pas cum maintenant oso...,french,Neutral
ham,Salut neva s'inquiète bout da verity coz la vérité me conduira 2 ur coeur. C'est le moins une personne unique comme u mérite. Dormez serré ou le matin,french,Neutral
ham,"FRAN J'ai DÉCIDE 2 JE VAIS JE VAIS BROQUER COMPLETEMENT UN KNACKERED JE VAIS BOUT 3 C U 2MRW LOVE JANX P.S C'EST MON DADS FONE, NON CRÉDIT",french,Positive
ham,Attendez.i sortira.. &lt;#&gt; min:),french,Neutral
ham,Alors qu'est-ce qui se passe à propos d'Ola?,french,Neutral
ham,Je n'ai pas votre dossier dans mon sac. J'étais au travail quand vous m'avez appelé. Je vous dirai si je trouve quelque chose dans ma chambre.,french,Neutral
spam,85233 GRATUIT>Ringtone!Répondre RÉEL,french,Neutral
ham,"Ryder est invendu, maintenant Gibbs.",french,Neutral
ham,Elle n'a pas besoin de test.,french,Neutral
ham,"Hé bébé, comment ça va, tu as déjà trouvé où tu vas pour le Nouvel An?",french,Neutral
ham,"Dizzamn, je demanderai à mes colocataires à mon retour.",french,Neutral
ham,J'ai pris l'avion pour donner ce mois-ci.,french,Neutral
ham,G veut savoir où tu es.,french,Neutral
ham,Elle est si drôle qu'on lui bluffe 4 wat. Izzit parce que c'est impossible entre nous?,french,Neutral
spam,Félicitations ur a reçu soit £500 de bons-cadeaux CD & Entrée gratuite 2 notre £100 tirage hebdomadaire txt MUSIC à 87066 TnCs www.Ldew.com 1 win150ppmx3age16,french,Neutral
ham,Si vous voulez dire le site.,french,Negative
ham,Je ne peux pas choisir le téléphone tout de suite.,french,Negative
ham,Hmm penser lor...,french,Neutral
ham,"Désolé que ça ait pris si longtemps, omw maintenant",french,Neutral
ham,Je suis sur le chemin pour rentrer chez moi.,french,Neutral
ham,Raji..pls me font une faveur. Pls transmettre mes vœux d'anniversaire à Nimya. Pls. Aujourd'hui est son anniversaire.,french,Positive
ham,Grande princesse! J'aime donner et recevoir oralement. Le style doggy est ma position fave. Et vous? J'aime faire l'amour &lt;#&gt; fois par nuit:),french,Positive
ham,J'ai oublié de dire à ü smth.. Peut ü comme nombre les sections afin qu'il soit plus clair..,french,Negative
ham,"Après mon travail ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, pas d'autre endroit pour aller liao...",french,Neutral
ham,Il sera là sur &lt;#&gt; ok.,french,Neutral
ham,"Chéri, tu es fâchée, j'étais occupée, chérie.",french,Neutral
spam,Vous voulez explicitement SEX en 30 secondes? Anneau 02073162414 maintenant! Coûts 20p/min Gsex POBOX 2667 WC1N 3XX,french,Neutral
ham,"N'hésitez pas. Vous savez que c'est la deuxième fois qu'elle a eu une faiblesse comme celle-ci. Donc, gardez le carnet de ce qu'elle mange et fait la veille ou si quelque chose a changé la veille afin que nous puissions être sûrs que son rien",french,Neutral
ham,Tu dis juste l'incident d'abt tht..,french,Neutral
ham,Est-ce que l'examen réel était plus dur que le NBME,french,Neutral
ham,Déjà le squattage est la nouvelle façon de marcher,french,Neutral
ham,Stupide auto correct sur mon téléphone,french,Neutral
spam,"Wan2 gagne un Meet+Greet avec Westlife 4 U ou un m8? Ils sont actuellement sur quelle tournée? 1)Unbreakable, 2)Untamed, 3)Unkempt. Texte 1,2 ou 3 à 83049. Coût 50p +std texte",french,Neutral
ham,Je ne vais pas avoir la concentration cher vous savez que vous êtes mon esprit et tout :-),french,Positive
ham,No da:)il est stupide da..toujours envoyer comme ceci:)don croire n'importe lequel de ces messages.pandy est un mental:),french,Negative
ham,"Oui, c'est arrivé il y a un moment.",french,Neutral
ham,Pls clarifie de nouveau si un billet de retour ouvert que j'ai peut être préparé pour que je retourne au kerala.,french,Positive
ham,Je suis en train d'atteindre deux autres arrêts.,french,Neutral
spam,Boltblue tones pour 150p Répondre POLY# ou MONO# par exemple POLY3 1. Cha Cha Diapositive 2. Ouais 3. Jamz lent 6. Toxique 8. Venez avec moi ou STOP 4 autres tons txt PLUS,french,Negative
ham,Où es-tu? Qu'est-ce que tu fais? Comment peux-tu te tenir loin de moi? Est-ce que ton coeur ne te fait pas mal sans moi?,french,Neutral
ham,Omg il pourrait neiger ici tonite!,french,Neutral
ham,Aiyo u si pauvre chose... puis u dun wan 2 manger? U se baigne déjà?,french,Neutral
ham,"C'est le truc avec les singes, tu peux te battre jusqu'à la mort pour garder quelque chose, mais à la minute où ils l'ont quand tu lâches, c'est ça!",french,Neutral
ham,Tu célèbres toujours NY avec ta famille?,french,Neutral
ham,"Fin de la réunion, appelez-moi.",french,Neutral
ham,Je suis une grande princesse! Qu'est-ce que tu penses de moi? :),french,Positive
ham,"Ne vous flattez pas... dites à cet homme de mes deux pintes de carlin en dix minutes, s'il vous plaît...",french,Neutral
spam,"Nous connaissons quelqu'un que vous savez qui vous aime. Appelez le 09058097218 pour savoir qui. POBox 6, LS15HB 150p",french,Neutral
ham,"Très bien, nous allons vous l'apporter, à vous dans comme &lt;#&gt; mins",french,Neutral
ham,"Rassemblons notre argent et achetons un tas de billets de loto. Si nous gagnons, j'obtiens &lt;#&gt; % u get &lt;#&gt; %. Deal?",french,Neutral
ham,"Désolé, j'appellerai plus tard à la réunion.",french,Negative
ham,Mauvaises nouvelles...Place de parc de Hype 700 $ studio pris... il ne restait plus que 2 bedrm-900 $...,french,Neutral
ham,Prabha.. je suis soryda..realy..frm coeur je suis sory,french,Neutral
ham,Seul samedi et dimanche vacances donc son très difficile:),french,Neutral
ham,Si si. Je pense que ça va mal faire ces truffes d'oréo.,french,Neutral
ham,C'est mon numéro de vivek..,french,Neutral
ham,J'ai déjà réservé la leçon de pilates et de yoga...,french,Neutral
ham,"Tunji, comment va la reine?",french,Neutral
spam,"URGENT! Votre Mobile No. a reçu £2000 Bonus Caller Prize le 5/9/03 C'est notre dernière tentative de contacter U! Call from Landline 09064019788 BOX42WR29C, 150PPM",french,Positive
ham,J'ai juste besoin de 2 millions de dollars pour m'occuper de mon plus lourd 2 cum 2 moribonds Lekdog,french,Neutral
ham,BOO BABE! U ENJOYIN VOTRE JOB? U Seemed 2 B Gettin on WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS D'AMOUR XXXX.,french,Positive
ham,Dans le parking de da,french,Neutral
ham,Femme.comment elle connaissait l'heure du meurtre exactement,french,Neutral
ham,Tout allait bien jusqu'à ce que la classe légèrement désastreuse ce pm avec mes chéris fav! Jour d'espoir ok. Coffee wld être bon comme ne peut pas rester tard demain. Même heure + endroit comme toujours?,french,Negative
ham,"Ne vous pressez pas, je demanderai à Jay.",french,Neutral
ham,Hey girl. How R U? Hope U R WELL me un DEL R BAK! Encore longtemps aucun C! me donne un APPEL de somme de LUCYxx,french,Positive
spam,"Les toilettes de la police ont été volées, les flics n'ont rien à faire!",french,Neutral
ham,Certains durent jusqu'à 2 heures. Vous pourriez avoir de la chance.,french,Positive
spam,"Vous êtes un gagnant de £1000 ou Prix d'Appel Garanti, c'est notre dernière tentative de vous contacter! Pour demander un appel 09071517866 Maintenant! 150ppmPOBox10183BhamB64XE",french,Neutral
ham,"Savez-vous pourquoi Dieu a créé l'espace entre vos doigts..? Ainsi, Celui qui est fait pour vous vient &amp; remplit ces espaces en tenant votre main avec AMOUR..!",french,Neutral
ham,"Meilleur msg: C'est difficile d'être avec une personne, quand u savez qu'un pas de plus foward fera u tomber dans l'amour.. &amp; Un pas en arrière peut ruiner l'amitié ur.. bonne nuit:-)...",french,Negative
ham,Passant de nouvelles années avec mon frère et sa famille. Prévoyons de se rencontrer la semaine prochaine. Êtes-vous prêt à être gâté? :),french,Positive
ham,Heehee c'était tellement drôle tho,french,Neutral
ham,"Je n'ai pas mangé toute la journée, je suis assis ici à regarder cette pizza juteuse et je ne peux pas la manger, ces médicaments me ruinent la vie.",french,Neutral
ham,Mystère résolu! Il vient d'ouvrir mon email et il m'a envoyé un autre lot!,french,Neutral
ham,Oh ferme ça. Omg hier j'ai eu un rêve que j'avais deux enfants les deux garçons. J'étais tellement énervé. Non seulement sur les enfants mais ils étant des garçons. J'ai même dit à Mark dans mon rêve qu'il changeait de couches parce que je ne suis pas redevable dans le visage.,french,Neutral
ham,"Frnd ne juz pas un mot.....pas seulement une relation.....sa promesse silencieuse qui dit... ""Je serai avec VOUS "" Oùvr.. Whereevr.. Forevr... Gudnyt cher..",french,Neutral
ham,Bébé! Qu'est-ce que tu fais? Où es-tu? À qui tu parles? Penses-tu à moi? Tu es un bon garçon? Tu me manques? Tu m'aimes?,french,Neutral
ham,Salut c'est yijue je serais heureux de travailler wif ü tout pour gek1510...,french,Negative
ham,Quand êtes-vous arrivé à la bibliothèque?,french,Neutral
ham,"Combattre avec le monde est facile, u soit gagner ou perdre bt combatng avec quelque1 qui est proche de u est dificult si u perdre - u perdre si u gagner - u toujours perdre.",french,Neutral
ham,Femme.comment elle connaissait l'heure du meurtre exactement,french,Neutral
ham,Oui:)sura à la télévision du soleil.:)lol.,french,Neutral
spam,Voulez-vous un nouveau combiné vidéo? 750 any time any network mins? ILLIMITED TEXT? Caméscope? Répondez ou appelez maintenant 08000930705 for del Sat AM,french,Neutral
ham,"Bonjour, mon petit jouet! J'ai fait la maison et ma pensée constante est de vous, mon amour. J'espère que vous avez une belle visite, mais je ne peux pas attendre que vous rentrez à la maison à moi...*kiss*",french,Neutral
ham,"Je prends derek &amp; taylor à Walmart, si je ne suis pas de retour au moment où tu as fini, laisse la souris sur mon bureau et je t'envoie un texto quand Priscilla sera prêt.",french,Neutral
ham,Pour la première fois dans l'histoire 'besoin' 'Confort' et 'Luxury' sont vendus au même prix en Inde..!! Oignon-Rs. &lt;#&gt; Pétrol-Rs. &lt;#&gt; Beer-Rs. &lt;#&gt; SHESIL &lt;#&gt;,french,Neutral
ham,Pas de da.. Vijay va parler à la télévision jaya,french,Neutral
ham,"Merci pour votre message. J'apprécie vraiment votre sacrifice. Je ne suis pas sûr du processus de paye directe, mais je vais découvrir sur mon retour du test demain. Je suis en classe maintenant.",french,Neutral
ham,"Désolé, je t'appelle plus tard.",french,Negative
ham,"Presque là, voir u dans une seconde",french,Neutral
ham,Comment vont vos enfants soeurs?,french,Neutral
ham,Devinez qui a passé toute la dernière nuit à entrer et sortir de la quatrième dimension,french,Neutral
ham,"Dans le cas contraire, il n'y avait pas d'emploi à temps partiel.",french,Neutral
ham,Ü tk de wat à manger ce soir.,french,Neutral
ham,Je ne demanderai rien d'autre que votre amitié.,french,Neutral
ham,"OK, je m'assurerai que la voiture est de retour ce soir.",french,Neutral
ham,De peur de s'évanouir avec toutes ces tâches ménagères que tu viens de faire?,french,Neutral
ham,"Haha... ça a l'air fou, Dunno ne peut pas tahan non plus...",french,Positive
ham,De qui tu parles?,french,Neutral
ham,Je suis vraiment désolé d'avoir allumé tes cheveux sur le feu.,french,Neutral
ham,Pouvez-vous me donner une cloche quand vous aurez ça?,french,Neutral
ham,Je dois passer l'examen avec le 3 mars.,french,Neutral
ham,Je te préviendrai quand il rentrera.,french,Neutral
ham,"Nah ne peut pas t'aider là-bas, je n'ai jamais eu d'iphone",french,Negative
ham,S. cela augmentera les chances de gagner.,french,Positive
ham,"Si tu es encore debout, peut-être laisser la carte de crédit pour que je puisse avoir de l'essence quand je reviendrai comme il m'a dit de",french,Neutral
ham,ne pensez-vous que n'importe quelle fille va vous proposer u aujourd'hui en sering ur putain de merde funky putain de visage....culssholeee..,french,Negative
ham,J'aime bien les meubles roses.,french,Neutral
ham,Je suis allé au centre du projet.,french,Neutral
spam,"Quelqu'un U know a demandé à notre service de rencontres 2 vous contacter! Cant devinez qui? APPELER 09058095107 MAINTENANT tout sera révélé. POBox 7, S3XY 150p",french,Negative
ham,"Ok, alors a dîné?",french,Neutral
ham,"Génial, je sais quand tu es là.",french,Neutral
ham,Vous êtes une très très très mauvaise fille.,french,Neutral
ham,Ü a encore des leçons? Ü dans le sch?,french,Neutral
ham,Quoi qu'il en soit Holla à moi chaque fois que tu es là parce que j'ai besoin d'une excuse pour faire flipper les gens à Sarasota,french,Positive
ham,"JESS XX J'espère que vous avez une bonne heure, quand vous reviendrez et quand vous me donnerez un appel à la maison.",french,Neutral
ham,"Bonne nuit, à demain.",french,Neutral
spam,"449050000301 Vous avez gagné un prix de £2.000! Pour réclamer, composez le 09050000301.",french,Neutral
ham,* Sera en septembre d'ici là!,french,Neutral
ham,"Hé, je m'ennuie... alors je pense à u...",french,Neutral
ham,"Oui, donne-moi quelques minutes pour retrouver mon portefeuille.",french,Neutral
ham,Quand vous êtes venu à l'auberge.,french,Neutral
ham,Profitez de l'urself tmr...,french,Neutral
ham,La pureté de l'amitié entre deux n'est pas une question de sourire après avoir lu le message transmis..Il s'agit de sourire juste en voyant le nom. Gud evng,french,Neutral
ham,Je vais m'assurer que je fais beaucoup de travail pendant la journée! J'ai une très mauvaise toux aujourd'hui et je suis sec n shot donc ça devrait vraiment l'aider!,french,Neutral
ham,"Tu cries et tu gémis au lit, princesse?",french,Negative
ham,Pouvez-vous me l'envoyer?,french,Neutral
ham,"S'il vous plaît, dites-moi que vous avez un peu de ce stock spécial dont vous parliez.",french,Neutral
ham,"Ne fais pas ça sans moi, on pourrait faire une grosse vente ensemble.",french,Neutral
spam,No 1 POLYPHONIQUE ton 4 ur maf chaque semaine! Juste txt PT2 à 87575. 1ère tonalité GRATUITE! alors obtenez txtin maintenant et dites à vos amis. 150p/ton. 16 reply HL 4info,french,Negative
ham,"Bonjour, princesse, comment allez-vous?",french,Neutral
ham,"Désolé, je t'appelle plus tard.",french,Negative
ham,"D'accord, si tu es sûr, préviens-moi quand tu partiras.",french,Neutral
ham,Il y a os appelé ubandu qui fonctionnera sans installer dans le disque dur... vous pouvez utiliser ce os pour copier les fichiers importants dans le système et le donner à l'atelier de réparation.,french,Neutral
spam,Moby Pub Quiz.Gagnez un prix de £100 High Street si vous savez qui sera la nouvelle duchesse de Cornwall? Txt son prénom à 82277.unsub STOP £1.50 008704050406 SP Arrow,french,Negative
ham,"Merci pour les temales, c'était merveilleux.",french,Neutral
spam,Gagnez un prix en argent de £1000 ou un prix d'une valeur de £5000,french,Neutral
ham,En chikku nange bakra msg kalstiya..alors a mangé du thé/café?,french,Neutral
ham,"En fait, je me prépare à quitter la maison.",french,Neutral
ham,"Je vais prendre une douche, mais je partirai quand j'aurai fini.",french,Negative
ham,HIYA STU WOT U U UP 2.IM dans tellement de TRUBLE à la maison à MOMENT EVONE me hait même U! WOT LE SELL AV que j'ai fait maintenant? Vous voulez juste me dire TEXTE BCK PLEase LUV DAN,french,Negative
ham,Je pensais le remettre dans la boîte.,french,Neutral
ham,J'espère que vous vous sentez bien.,french,Neutral
ham,Dites-moi quand vous aurez l'argent pour que Carlos puisse passer l'appel.,french,Neutral
ham,"Blank, c'est Blank, mais wat est vide?",french,Neutral
ham,Tu viendras voir Carlos bientôt.,french,Neutral
ham,Très bien.,french,Neutral
ham,"Deux fondamentaux de la vie cool: ""Walk, comme vous êtes le ROI""...! OU ""Walk comme vous Ne vous souciez pas, qui est le ROI""!... Gud nyt",french,Positive
ham,"Merci princesse, je veux voir ton joli cul juteux...",french,Neutral
ham,Vous avez un emploi dans le wipro :) vous obtiendrez tout dans la vie dans 2 ou 3 ans.,french,Positive
ham,"Aussi nord carolina et texas atm, vous iriez juste sur le site gre et payiez pour les résultats de test à envoyer.",french,Neutral
ham,Où @,french,Neutral
ham,Ce téléphone a la plus bizarre auto correcte.,french,Negative
ham,"7 merveilles dans My WORLD 7th You 6th Ur style 5th Ur sourire 4th Ur Personnalité 3rd Ur Nature 2nd Ur SMS et 1st ""Ur Lovely Friendship""... bonjour cher",french,Positive
ham,Pls m'aide à dire à Ashley que je ne peux pas trouver son numéro oh,french,Negative
ham,"J'ai juste fini de manger, j'ai une assiette, pas les restes cette fois.",french,Neutral
ham,Pls demande à macho combien est budget pour bb bold 2 est parce que j'ai vu un nouveau pour &lt;#&gt; dollars.,french,Positive
ham,"Oui, c'est le problème.",french,Neutral
ham,Mon ex-femme n'a pas pu avoir d'enfants.,french,Negative
ham,"Oui, mais peut-on se retrouver en ville parce qu'on ira à Gep et puis à la maison. Vous pourriez envoyer un SMS à l'arrêt de bus.",french,Neutral
ham,J'arriverai dans 20 minutes.,french,Neutral
ham,"Du gâteau au café, je suppose...",french,Neutral
ham,Pandy a rejoint les technologies 4w aujourd'hui.,french,Neutral
ham,"La meilleure ligne a dit dans Amour:. ""Je vais attendre jusqu'au jour où je peux oublier u Ou Le jour u réalise que u ne peut pas m'oublier.""... Gn",french,Positive
ham,CERI U REBEL! SEULEMENT M'ARRÊT UN PETIT BUDDY!! C YA 2MORO! QUI A BESOIN DE BLOQUES,french,Negative
ham,Lmao mais c'est si amusant...,french,Positive
ham,Est-ce que tu as eu cette histoire de personnes,french,Neutral
ham,Non. Ce n'est pas de la fierté. Je suis presque &lt;#&gt; ans et ne devrait pas prendre l'argent de mon enfant. Vous n'êtes pas censé avoir à gérer ce truc. C'est des trucs d'adultes--pourquoi je ne vous le dis pas.,french,Neutral
